"id","account_name","page_type","retailer_sku_name","offer","pick_up_availability","fastest_delivery","delivery_availability","sku_status","promotion_type","trend_rank","main_rank","bsr_rank","product_url","calendar_week","crawl_datetime","batch_id","main_page_number","bsr_page_number","promotion_position"
"20890","Bestbuy","main","Hisense - 50"" Class S7 Canvas Series Smart Google TV 4K QLED Smart Google TV with Hi-Matte Display and UltraSlim Wall Mount (2026)","1","Pick up Fri, May 22","Get it by Tue, May 19   • FREE",,"Sponsored",,,"143",,"https://www.bestbuy.com/product/hisense-50-class-s7-canvas-series-smart-google-tv-4k-qled-smart-google-tv-with-hi-matte-display-and-ultraslim-wall-mount-2026/J3Z9Z42HZZ/sku/6673876","w21","2026-05-18 00:09:50","b_20260518_000009","7",,
"20906","Bestbuy","main","Samsung - 55"" Class R85H Series Micro RGB 4K UHD SamsungVisionAI Smart Tizen TV (2026)",,"Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"159",,"https://www.bestbuy.com/product/samsung-55-class-r85h-series-micro-rgb-4k-uhd-samsungvisionai-smart-tizen-tv-2026/JJGRF3HY9L","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20911","Bestbuy","main","Hisense - 32"" Class S5 Hi-QLED Deco Series Full HD 1080P LED Smart Fire TV (2025)",,"Pick up Fri, May 22","Get it by Tue, May 19   • FREE",,,,,"164",,"https://www.bestbuy.com/product/hisense-32-class-s5-hi-qled-deco-series-full-hd-1080p-led-smart-fire-tv-2025/J3Z9Z429JJ","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20908","Bestbuy","main","Hisense - 55"" Class U7 Series MiniLED QLED UHD 4K HDR Smart Google TV (2026)","1","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"161","68","https://www.bestbuy.com/product/hisense-55-class-u7-series-miniled-qled-uhd-4k-hdr-smart-google-tv-2026/J3Z9Z42HQL","w21","2026-05-18 00:11:05","b_20260518_000009","8","3",
"20912","Bestbuy","main","Hisense - 65"" Class U6 Pro MiniLED Series QLED 4K UHD Smart Fire TV (2026)",,"Pick up Wed, May 20",,"Delivery as soon as Thu, May 21","Sponsored",,,"165",,"https://www.bestbuy.com/product/hisense-65-class-u6-pro-miniled-series-qled-4k-uhd-smart-fire-tv-2026/J3Z9Z42WZZ/sku/6673625","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20920","Bestbuy","main","Hisense - 65"" Class UR9 RGB MiniLED Series UHD 4K HDR Smart Google TV (2026)",,"Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"173",,"https://www.bestbuy.com/product/hisense-65-class-ur9-rgb-miniled-series-uhd-4k-hdr-smart-google-tv-2026/J3Z9Z42TQL","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20915","Bestbuy","main","TCL - 85"" Class Q5-Series 4K UHD HDR PRO+ QLED Smart Fire TV (2024)","3","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"168",,"https://www.bestbuy.com/product/tcl-85-class-q5-series-4k-uhd-hdr-pro-qled-smart-fire-tv-2024/J36QYTK88F","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20918","Bestbuy","main","TCL - 98"" Class X11K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)","1","Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"171",,"https://www.bestbuy.com/product/tcl-98-class-x11k-series-4k-uhd-hdr-qd-mini-led-smart-tv-with-google-tv-2025/J36QYTQTV7","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20910","Bestbuy","main","Samsung - 77” Class S85F Series OLED 4K UHD SamsungVision AI Smart Tizen TV (2025)",,"Pick up Wed, May 20",,"Delivery as soon as Thu, May 21",,"Save up to $1,500 on select OLED TVs",,"163",,"https://www.bestbuy.com/product/samsung-77-class-s85f-series-oled-4k-uhd-samsungvision-ai-smart-tizen-tv-2025/J3ZYG2FZPF","w21","2026-05-18 00:11:05","b_20260518_000009","8",,"4"
"20907","Bestbuy","main","Roku - 65"" Class Select Series 4K LED Smart RokuTV","3","Pick up in 1 hour",,"Delivery as soon as Thu, May 21","Sponsored",,,"160",,"https://www.bestbuy.com/product/roku-65-class-select-series-4k-led-smart-rokutv/J3PFCJQ6JQ/sku/6625628","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20916","Bestbuy","main","Samsung - 85"" Class U7900 Series UHD 4K Smart Tizen TV (2025)",,"Pickup unavailable",,"Delivery unavailable",,,,"169",,"https://www.bestbuy.com/product/samsung-85-class-u7900-series-uhd-4k-smart-tizen-tv-2025/J3ZYG2VFX5","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20913","Bestbuy","main","TCL - 75"" Class QM9K Series 4K UHD HDR QD-Mini LED Smart TV with Google TV (2025)","2","Pick up Wed, May 20",,"Delivery as soon as Thu, May 21","Sponsored",,,"166",,"https://www.bestbuy.com/product/tcl-75-class-qm9k-series-4k-uhd-hdr-qd-mini-led-smart-tv-with-google-tv-2025/J36QYTQZ25/sku/6635429","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20917","Bestbuy","main","Samsung - 65"" Class S90H OLED 4K UHD SmartVision AI Smart Tizen TV (2026)","1","Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"170","52","https://www.bestbuy.com/product/samsung-65-class-s90h-oled-4k-uhd-smartvision-ai-smart-tizen-tv-2026/JJGRF3QG5V","w21","2026-05-18 00:11:05","b_20260518_000009","8","3",
"20909","Bestbuy","main","Hisense - 85"" Class S7 Canvas Series Smart Google TV 4K QLED Smart Google TV with Hi-Matte Display and UltraSlim Wall Mount (2026)",,"Pick up Wed, May 20",,"Delivery as soon as Thu, May 21",,,,"162",,"https://www.bestbuy.com/product/hisense-85-class-s7-canvas-series-smart-google-tv-4k-qled-smart-google-tv-with-hi-matte-display-and-ultraslim-wall-mount-2026/J3Z9Z42HKG","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20914","Bestbuy","main","Hisense - 75"" Class S7 Canvas Series Smart Google TV 4K QLED Smart Google TV with Hi-Matte Display and UltraSlim Wall Mount (2026)",,"Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"167",,"https://www.bestbuy.com/product/hisense-75-class-s7-canvas-series-smart-google-tv-4k-qled-smart-google-tv-with-hi-matte-display-and-ultraslim-wall-mount-2026/J3Z9Z42HKR","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20921","Bestbuy","main","Samsung - 58"" Class U7900 Series UHD 4K Smart Tizen TV (2025)","1","Pickup unavailable","Shipping unavailable",,,,,"174",,"https://www.bestbuy.com/product/samsung-58-class-u7900-series-uhd-4k-smart-tizen-tv-2025/J3ZYG2V5VT","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20904","Bestbuy","main","TCL - 85"" Class X11K Series 4K UHD QD-Mini LED Smart TV with Google TV (2025)","1","Pick up Wed, May 20",,"Delivery as soon as Thu, May 21","Sponsored",,,"157",,"https://www.bestbuy.com/product/tcl-85-class-x11k-series-4k-uhd-qd-mini-led-smart-tv-with-google-tv-2025/J36QYTQWFQ/sku/6622645","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20905","Bestbuy","main","Samsung - 65” Class LS03HW Series The Frame Pro 4K UHD SamsungVision AI Smart Tizen TV (2026)","1","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"158",,"https://www.bestbuy.com/product/samsung-65-class-ls03hw-series-the-frame-pro-4k-uhd-samsungvision-ai-smart-tizen-tv-2026/JJGRF3QH8H","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20919","Bestbuy","main","Westinghouse - 58"" Class Smart 4K UHD Xumo TV, HDR10, Dolby Vision & Atmos, Edgeless Flat LED, Bluetooth, Wi-Fi",,,,,,,,"172",,"https://www.bestbuy.com/product/westinghouse-58-class-smart-4k-uhd-xumo-tv-hdr10-dolby-vision-atmos-edgeless-flat-led-bluetooth-wi-fi/J3LL89C6Q9","w21","2026-05-18 00:11:05","b_20260518_000009","8",,
"20937","Bestbuy","main","Sony - 77"" Class BRAVIA 8 OLED 4K UHD Smart Google TV (2024)","4","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"190",,"https://www.bestbuy.com/product/sony-77-class-bravia-8-oled-4k-uhd-smart-google-tv-2024/J7XSRH5959","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20938","Bestbuy","main","LG - 65” Class 80 Series QNED 4K UHD Smart webOS TV (2024)","2",,,,,,,"191",,"https://www.bestbuy.com/product/lg-65-class-80-series-qned-4k-uhd-smart-webos-tv-2024/JJ8VPZHXWG","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20923","Bestbuy","main","New! - TCL - 115"" Class RM9L Series 4K UHD HDR RGB-Mini LED Smart TV with Google TV (2026)",,"Pickup unavailable",,"Delivery unavailable",,,,"176",,"https://www.bestbuy.com/product/tcl-115-class-rm9l-series-4k-uhd-hdr-rgb-mini-led-smart-tv-with-google-tv-2026/J36QYTH3KK","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20927","Bestbuy","main","TCL - 85"" Class Q6-Series 4K UHD HDR QLED Smart Google TV (2024)","3","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"180",,"https://www.bestbuy.com/product/tcl-85-class-q6-series-4k-uhd-hdr-qled-smart-google-tv-2024/J36QYTWHHH","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20928","Bestbuy","main","Samsung - 75” Class QN85D Series NEO QLED 4K Mini LED Smart Tizen TV (2024)",,"Pick up Wed, May 27",,"Delivery as soon as Tue, May 26",,,,"181",,"https://www.bestbuy.com/product/samsung-75-class-qn85d-series-neo-qled-4k-mini-led-smart-tizen-tv-2024/J3ZYG2H5KZ","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20934","Bestbuy","main","TCL - 50"" Class Q5-Series 4K UHD HDR PRO+ QLED Smart Fire TV (2024)","2","Pickup unavailable","Shipping unavailable",,,,,"187",,"https://www.bestbuy.com/product/tcl-50-class-q5-series-4k-uhd-hdr-pro-qled-smart-fire-tv-2024/J36QYTK8G3","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20925","Bestbuy","main","Hisense - 136"" Class MX Micro-LED Series UHD 4K VIDAA TV Smart Display (2025)",,,,,,,,"178",,"https://www.bestbuy.com/product/hisense-136-class-mx-micro-led-series-uhd-4k-vidaa-tv-smart-display-2025/J3Z9Z4269Y","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20929","Bestbuy","main","Sony - 65"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)","4","Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"182",,"https://www.bestbuy.com/product/sony-65-class-bravia-xr-x90l-led-4k-uhd-smart-google-tv-2023/J7XSRH5L56","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20936","Bestbuy","main","LG - 77"" Class C6H Series OLED evo AI 4K Smart webOS TV with Hyper Radiant Color Tech (2026)","4","Pick up in 1 hour",,"Delivery as soon as Sat, May 23","Sponsored",,,"189",,"https://www.bestbuy.com/product/lg-77-class-c6h-series-oled-evo-ai-4k-smart-webos-tv-with-hyper-radiant-color-tech-2026/JJ8VPZKKFW/sku/6673142","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20935","Bestbuy","main","Sony - 55"" Class BRAVIA 3 LED 4K UHD Smart Google TV (2024)","4","Pick up Sat, May 30",,"Delivery as soon as Thu, May 28",,,,"188",,"https://www.bestbuy.com/product/sony-55-class-bravia-3-led-4k-uhd-smart-google-tv-2024/J7XSRH56XT","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20940","Bestbuy","main","LG - 98” Class UT90 Series LED 4K UHD Smart webOS TV (2024)","1","Pickup unavailable",,"Delivery unavailable",,,,"193",,"https://www.bestbuy.com/product/lg-98-class-ut90-series-led-4k-uhd-smart-webos-tv-2024/JJ8VPZHZ93","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20933","Bestbuy","main","TCL - 55"" Class A300W NXTVISION Series 4K QLED Lifestyle TV with Ultra Matte Screen and Flush Wall Mount (2024)",,"Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,"On-salelifestyle TVsas low as $79999",,"186","86","https://www.bestbuy.com/product/tcl-55-class-a300w-nxtvision-series-4k-qled-lifestyle-tv-with-ultra-matte-screen-and-flush-wall-mount-2024/J36QYTK3HY","w21","2026-05-18 00:35:32","b_20260518_000009","9","4","1"
"20931","Bestbuy","main","LG - 77"" Class G6 Series OLED evo AI 4K Smart webOS TV with Gallery Design and Flush Wall Mount (2026)","2","Pick up in 1 hour",,"Delivery as soon as Thu, May 21","Sponsored",,,"184",,"https://www.bestbuy.com/product/lg-77-class-g6-series-oled-evo-ai-4k-smart-webos-tv-with-gallery-design-and-flush-wall-mount-2026/JJ8VPZKZ6L/sku/6673143","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20932","Bestbuy","main","Samsung - 55” Class Q80D Series QLED 4K Smart Tizen TV (2024)",,,,,,,,"185",,"https://www.bestbuy.com/product/samsung-55-class-q80d-series-qled-4k-smart-tizen-tv-2024/J3ZYG2HVJ9","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20922","Bestbuy","main","Samsung - 83'' Class S85H OLED 4K UHD SmartVision AI Smart Tizen TV (2026)",,"Pick up Wed, May 20",,"Delivery as soon as Thu, May 21","Sponsored",,,"175",,"https://www.bestbuy.com/product/samsung-83-class-s85h-oled-4k-uhd-smartvision-ai-smart-tizen-tv-2026/JJGRF3Q8F7/sku/6671356","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20926","Bestbuy","main","Sony - 85"" Class BRAVIA 3 LED 4K UHD Smart Google TV (2024)","4","Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"179",,"https://www.bestbuy.com/product/sony-85-class-bravia-3-led-4k-uhd-smart-google-tv-2024/J7XSRH5629","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20939","Bestbuy","main","Sony - 65"" Class BRAVIA 3 LED 4K UHD Smart Google TV (2024)","4","Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"192",,"https://www.bestbuy.com/product/sony-65-class-bravia-3-led-4k-uhd-smart-google-tv-2024/J7XSRH56X7","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20924","Bestbuy","main","Samsung - 114” Class MICRO LED Smart TV (2024)","1",,,,,,,"177",,"https://www.bestbuy.com/product/samsung-114-class-micro-led-smart-tv-2024/J3ZYG2RZ9W","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20930","Bestbuy","main","Sony - 65"" Class BRAVIA 9 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"183",,"https://www.bestbuy.com/product/sony-65-class-bravia-9-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH59ZQ","w21","2026-05-18 00:35:32","b_20260518_000009","9",,
"20942","Bestbuy","main","Samsung - 65” Class DU6900 Series Crystal UHD 4K Smart Tizen TV (2024)",,,,,,,,"195",,"https://www.bestbuy.com/product/samsung-65-class-du6900-series-crystal-uhd-4k-smart-tizen-tv-2024/J3ZYG2TV3S","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20955","Bestbuy","main","Sony - 65"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pick up Wed, May 27",,"Delivery as soon as Sat, May 23",,,,"208",,"https://www.bestbuy.com/product/sony-65-class-bravia-7-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH56J7","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20954","Bestbuy","main","TCL - 65"" Class Q5-Series 4K UHD HDR PRO+ QLED Smart Fire TV (2024)","2",,,,,,,"207",,"https://www.bestbuy.com/product/tcl-65-class-q5-series-4k-uhd-hdr-pro-qled-smart-fire-tv-2024/J36QYTWVF3","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20959","Bestbuy","main","TCL - 50"" Class Q6-Series 4K UHD HDR QLED Smart Google TV (2024)","4","Pick up Mon, May 25","Get it tomorrow   • FREE",,,,,"212",,"https://www.bestbuy.com/product/tcl-50-class-q6-series-4k-uhd-hdr-qled-smart-google-tv-2024/J36QYTWKQY","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20956","Bestbuy","main","TuTu - 32 inch 720p HD 2K LED Non-Smart TV, Flat Screen Television, Works with Fire Stick, Roku, Google, Apple TV, TiVo, Xumo",,,"Get it by Wed, May 27   • FREE",,"Sponsored",,,"209",,"https://www.bestbuy.com/product/tutu-32-inch-720p-hd-2k-led-non-smart-tv-flat-screen-television-works-with-fire-stick-roku-google-apple-tv-tivo-xumo/CZ9JGKYJ9T/sku/12182062","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20945","Bestbuy","main","Samsung - 98” Class DU9000 Series Crystal UHD Smart Tizen TV (2024)","2","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"198",,"https://www.bestbuy.com/product/samsung-98-class-du9000-series-crystal-uhd-smart-tizen-tv-2024/J3ZYG2T68Y","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20941","Bestbuy","main","Sony - 75"" Class BRAVIA 3 LED 4K UHD Smart Google TV (2024)","4","Pick up Wed, May 20",,"Delivery as soon as Thu, May 21",,,,"194",,"https://www.bestbuy.com/product/sony-75-class-bravia-3-led-4k-uhd-smart-google-tv-2024/J7XSRH562K","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20946","Bestbuy","main","Sony - 65"" Class BRAVIA 8 OLED 4K UHD Smart Google TV (2024)","4","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"199",,"https://www.bestbuy.com/product/sony-65-class-bravia-8-oled-4k-uhd-smart-google-tv-2024/J7XSRH595K","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20952","Bestbuy","main","Sony - 43"" Class BRAVIA 3 LED 4K UHD Smart Google TV (2024)","4","Pick up Fri, May 22","Get it by Tue, May 19   • FREE",,,,,"205",,"https://www.bestbuy.com/product/sony-43-class-bravia-3-led-4k-uhd-smart-google-tv-2024/J7XSRH5638","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20949","Bestbuy","main","TCL - 55"" Class S5-Series 4K UHD HDR LED Smart Google TV (2024)","4","Pickup unavailable",,"Delivery as soon as Sat, May 23",,,,"202",,"https://www.bestbuy.com/product/tcl-55-class-s5-series-4k-uhd-hdr-led-smart-google-tv-2024/J36QYTWH6F","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20943","Bestbuy","main","Hisense - 55"" Class S7 Series CanvasTV 4K QLED TV with Hi-Matte Display and UltraSlim Wall Mount (2024)","2","Pick up Wed, May 27",,"Delivery as soon as Sat, May 23",,,,"196","40","https://www.bestbuy.com/product/hisense-55-class-s7-series-canvastv-4k-qled-tv-with-hi-matte-display-and-ultraslim-wall-mount-2024/J3Z9Z4234H","w21","2026-05-18 00:36:47","b_20260518_000009","10","2",
"20948","Bestbuy","main","Sony - 55"" Class BRAVIA 8 OLED 4K UHD Smart Google TV (2024)","4","Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"201",,"https://www.bestbuy.com/product/sony-55-class-bravia-8-oled-4k-uhd-smart-google-tv-2024/J7XSRH59FJ","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20950","Bestbuy","main","Hisense - 55"" Class U6 Series MiniLED QLED UHD 4K HDR Smart Fire TV (2026)","1","Pick up in 1 hour",,"Delivery as soon as Thu, May 21","Sponsored",,,"203",,"https://www.bestbuy.com/product/hisense-55-class-u6-series-miniled-qled-uhd-4k-hdr-smart-fire-tv-2026/J3Z9Z42Q5W/sku/6673651","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20951","Bestbuy","main","Hisense - 55"" Class U8 Series MiniLED QLED UHD 4K HDR Smart Google TV (2025)","5","Pick up Wed, May 20",,"Delivery as soon as Thu, May 21","Sponsored",,,"204",,"https://www.bestbuy.com/product/hisense-55-class-u8-series-miniled-qled-uhd-4k-hdr-smart-google-tv-2025/J3Z9Z42YK9/sku/6620383","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20953","Bestbuy","main","Sony - 50"" Class BRAVIA 3 LED 4K UHD Smart Google TV (2024)","4","Pick up Fri, May 22","Get it by Tue, May 19   • FREE",,,,,"206",,"https://www.bestbuy.com/product/sony-50-class-bravia-3-led-4k-uhd-smart-google-tv-2024/J7XSRH56XV","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20957","Bestbuy","main","Sony - 85"" Class BRAVIA 9 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pickup unavailable",,"Delivery unavailable",,,,"210",,"https://www.bestbuy.com/product/sony-85-class-bravia-9-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH59ZJ","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20944","Bestbuy","main","Sony - 98"" Class BRAVIA XR X90L LED 4K UHD Smart Google TV (2023)","1",,,,,,,"197",,"https://www.bestbuy.com/product/sony-98-class-bravia-xr-x90l-led-4k-uhd-smart-google-tv-2023/J7XSRH5L4R","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20958","Bestbuy","main","Samsung - 75” Class QN90D Series Neo QLED 4K Mini LED Smart Tizen TV (2024)","1",,,,,,,"211",,"https://www.bestbuy.com/product/samsung-75-class-qn90d-series-neo-qled-4k-mini-led-smart-tizen-tv-2024/J3ZYG2H8FZ","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20947","Bestbuy","main","TCL - 65"" Class Q6-Series 4K UHD QLED Smart Google TV (2024)","5","Pick up in 1 hour",,"Delivery as soon as Thu, May 21",,,,"200",,"https://www.bestbuy.com/product/tcl-65-class-q6-series-4k-uhd-qled-smart-google-tv-2024/J36QYTWHHC","w21","2026-05-18 00:36:47","b_20260518_000009","10",,
"20967","Bestbuy","main","LG - 98” Class 89 Series QNED 4K UHD Smart webOS TV (2024)",,,,,,,,"220",,"https://www.bestbuy.com/product/lg-98-class-89-series-qned-4k-uhd-smart-webos-tv-2024/JJ8VPZHSZF","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20973","Bestbuy","main","LG - 55” Class UT70 Series LED 4K UHD Smart webOS TV (2024)","3",,,,,,,"226",,"https://www.bestbuy.com/product/lg-55-class-ut70-series-led-4k-uhd-smart-webos-tv-2024/JJ8VPZH5ZT","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20965","Bestbuy","main","Samsung - 55” Class QN80F Series Neo QLED Mini LED 4K UHD SamsungVision AI Smart Tizen TV (2025)","1","Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"218",,"https://www.bestbuy.com/product/samsung-55-class-qn80f-series-neo-qled-mini-led-4k-uhd-samsungvision-ai-smart-tizen-tv-2025/J3ZYG2FHC9","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20977","Bestbuy","main","LG - 27"" Class LED Full HD Smart webOS TV with Countertop Design (2022)","3","Pick up in 1 hour","Get it tomorrow   • FREE",,,,,"230",,"https://www.bestbuy.com/product/lg-27-class-led-full-hd-smart-webos-tv-with-countertop-design-2022/JJ8VPZ62F5","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20961","Bestbuy","main","Sony - 32"" Class W830K HD LED Google TV (2022)","4","Pick up in 1 hour","Get it tomorrow   • FREE",,,,,"214",,"https://www.bestbuy.com/product/sony-32-class-w830k-hd-led-google-tv-2022/J7XSRH52VK","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20964","Bestbuy","main","Sony - 85"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pick up Wed, May 20",,"Delivery as soon as Thu, May 21",,,,"217",,"https://www.bestbuy.com/product/sony-85-class-bravia-7-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH567J","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20960","Bestbuy","main","LG - 24” Class LED HD Smart TV with webOS (2022)","3","Pick up in 1 hour","Get it tomorrow   • FREE",,,,,"213",,"https://www.bestbuy.com/product/lg-24-class-led-hd-smart-tv-with-webos-2022/JJ8VPZ6YTT","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20971","Bestbuy","main","TCL - 65"" Class A300W NXTVISION Series 4K QLED Lifestyle TV with Ultra Matte Screen and Flush Wall Mount (2024)","4","Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"224",,"https://www.bestbuy.com/product/tcl-65-class-a300w-nxtvision-series-4k-qled-lifestyle-tv-with-ultra-matte-screen-and-flush-wall-mount-2024/J36QYTK3HH","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20975","Bestbuy","main","LG - 86"" Class 85 Series QNED 4K UHD Smart webOS TV (2024)","2",,,,,,,"228",,"https://www.bestbuy.com/product/lg-86-class-85-series-qned-4k-uhd-smart-webos-tv-2024/JJ8VPZHC2X","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20976","Bestbuy","main","TCL - 65"" Class S5-Series 4K UHD HDR LED Smart Google TV (2024)","3",,,,,,,"229",,"https://www.bestbuy.com/product/tcl-65-class-s5-series-4k-uhd-hdr-led-smart-google-tv-2024/J36QYTWHR3","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20972","Bestbuy","main","TCL - 85"" Class A300W NXTVISION Series 4K QLED Lifestyle TV with Ultra Matte Screen and Flush Wall Mount (2024)","1","Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"225",,"https://www.bestbuy.com/product/tcl-85-class-a300w-nxtvision-series-4k-qled-lifestyle-tv-with-ultra-matte-screen-and-flush-wall-mount-2024/J36QYTK3TR","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20969","Bestbuy","main","Samsung - 32” Class The Frame QLED Full HD Smart Tizen TV (2023)","2","Pick up Fri, May 22","Get it by Tue, May 19   • FREE",,,,,"222",,"https://www.bestbuy.com/product/samsung-32-class-the-frame-qled-full-hd-smart-tizen-tv-2023/J3ZYG2S3SV","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20966","Bestbuy","main","Samsung - 75” Class LS03D The Frame Series QLED 4K with Anti-Reflection and Slim Fit Wall Mount Included (2024)",,"Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"219",,"https://www.bestbuy.com/product/samsung-75-class-ls03d-the-frame-series-qled-4k-with-anti-reflection-and-slim-fit-wall-mount-included-2024/J3ZYG2HHQH","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20978","Bestbuy","main","Sony - 55"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pickup unavailable",,"Delivery as soon as Mon, May 25",,,,"231",,"https://www.bestbuy.com/product/sony-55-class-bravia-7-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH56JG","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20962","Bestbuy","main","Sony - 75"" class BRAVIA 7 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pick up Wed, May 27",,"Delivery as soon as Mon, May 25",,,,"215",,"https://www.bestbuy.com/product/sony-75-class-bravia-7-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH567W","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
"20963","Bestbuy","main","Sony - 75"" Class BRAVIA 9 Mini LED QLED 4K UHD Smart Google TV (2024)","4","Pick up in 1 hour",,"Delivery as soon as Sat, May 23",,,,"216",,"https://www.bestbuy.com/product/sony-75-class-bravia-9-mini-led-qled-4k-uhd-smart-google-tv-2024/J7XSRH59ZL","w21","2026-05-18 00:38:02","b_20260518_000009","11",,
